cycle_activity.stalls_l3_miss, 0x6a3
unc_m2hbm_imc_reads.ch1_isoch, 0x20224
unc_m2hbm_imc_reads.ch1_normal, 0x20124
unc_m2hbm_imc_reads.from_tgr, 0x34024
unc_m2hbm_imc_reads.isoch, 0x30224
unc_m2hbm_imc_reads.normal, 0x30124
unc_m2hbm_imc_writes.all, 0x181025
unc_m2hbm_imc_writes.ch0.all, 0x81025
unc_m2hbm_imc_writes.ch0.full, 0x80125
unc_m2hbm_imc_writes.ch0.partial, 0x80225
unc_m2hbm_imc_writes.ch0_all, 0x81025
unc_m2hbm_imc_writes.ch0_from_tgr, 0x25
unc_m2hbm_imc_writes.ch0_full, 0x80125
unc_m2hbm_imc_writes.ch0_full_isoch, 0x80425
unc_m2hbm_imc_writes.ch0_ni, 0x25
unc_m2hbm_imc_writes.ch0_ni_miss, 0x25
unc_m2hbm_imc_writes.ch0_partial, 0x80225
unc_m2hbm_imc_writes.ch0_partial_isoch, 0x80825
unc_m2hbm_imc_writes.ch1.all, 0x101025
unc_m2hbm_imc_writes.ch1.full, 0x100125
unc_m2hbm_imc_writes.ch1.partial, 0x100225
unc_m2hbm_imc_writes.ch1_all, 0x101025
unc_m2hbm_imc_writes.ch1_from_tgr, 0x25
unc_m2hbm_imc_writes.ch1_full, 0x100125
unc_m2hbm_imc_writes.ch1_full_isoch, 0x100425
unc_m2hbm_imc_writes.ch1_ni, 0x25
unc_m2hbm_imc_writes.ch1_ni_miss, 0x25
unc_m2hbm_imc_writes.ch1_partial, 0x100225
unc_m2hbm_imc_writes.ch1_partial_isoch, 0x100825
unc_m2hbm_imc_writes.from_tgr, 0x25
unc_m2hbm_imc_writes.full, 0x180125
unc_m2hbm_imc_writes.full_isoch, 0x180425
unc_m2hbm_imc_writes.ni, 0x25
unc_m2hbm_imc_writes.ni_miss, 0x25
unc_m2hbm_imc_writes.partial, 0x180225
unc_m2hbm_imc_writes.partial_isoch, 0x180825
unc_m2hbm_prefcam_cis_drops, 0x5c
unc_m2hbm_prefcam_demand_drops.ch0_upi, 0x258
unc_m2hbm_prefcam_demand_drops.ch0_xpt, 0x158
unc_m2hbm_prefcam_demand_drops.ch1_upi, 0x858
unc_m2hbm_prefcam_demand_drops.ch1_xpt, 0x458
unc_m2hbm_prefcam_demand_drops.upi_allch, 0xa58
unc_m2hbm_prefcam_demand_drops.xpt_allch, 0x558
unc_m2hbm_prefcam_demand_merge.upi_allch, 0xa5d
unc_m2hbm_prefcam_demand_merge.xpt_allch, 0x55d
unc_m2hbm_prefcam_demand_no_merge.rd_merged, 0x405e
unc_m2hbm_prefcam_demand_no_merge.wr_merged, 0x205e
unc_m2hbm_prefcam_demand_no_merge.wr_squashed, 0x105e
unc_m2hbm_prefcam_inserts.ch0_upi, 0x256
unc_m2hbm_prefcam_inserts.ch0_xpt, 0x156
unc_m2hbm_prefcam_inserts.ch1_upi, 0x856
unc_m2hbm_prefcam_inserts.ch1_xpt, 0x456
unc_m2hbm_prefcam_inserts.upi_allch, 0xa56
unc_m2hbm_prefcam_inserts.xpt_allch, 0x556
unc_m2hbm_prefcam_occupancy.allch, 0x354
unc_m2hbm_prefcam_occupancy.ch0, 0x154
unc_m2hbm_prefcam_occupancy.ch1, 0x254
unc_m2hbm_prefcam_resp_miss.allch, 0x35f
unc_m2hbm_prefcam_resp_miss.ch0, 0x15f
unc_m2hbm_prefcam_resp_miss.ch1, 0x25f
unc_m2hbm_prefcam_rxc_deallocs.1lm_posted, 0x262
unc_m2hbm_prefcam_rxc_deallocs.cis, 0x862
unc_m2hbm_prefcam_rxc_deallocs.squashed, 0x162
unc_m2hbm_prefcam_rxc_occupancy, 0x60
unc_m2hbm_rxc_ad.inserts, 0x102
unc_m2hbm_rxc_ad_inserts, 0x102
unc_m2hbm_rxc_ad_occupancy, 0x3
unc_m2hbm_rxc_bl.inserts, 0x104
unc_m2hbm_rxc_bl_inserts, 0x104
unc_m2hbm_rxc_bl_occupancy, 0x5
unc_m2hbm_tgr_ad_credits, 0x2e
unc_m2hbm_tgr_bl_credits, 0x2f
unc_m2hbm_tracker_inserts.ch0, 0x10432
unc_m2hbm_tracker_inserts.ch1, 0x20432
unc_m2hbm_tracker_occupancy.ch0, 0x133
unc_m2hbm_tracker_occupancy.ch1, 0x233
unc_m2hbm_txc_ad.inserts, 0x106
unc_m2hbm_txc_ad_inserts, 0x106
unc_m2hbm_txc_ad_occupancy, 0x7
unc_m2hbm_txc_bl.inserts_cms0, 0x1010e
unc_m2hbm_txc_bl.inserts_cms1, 0x2010e
unc_m2hbm_txc_bl_occupancy.all, 0x30f
unc_m2hbm_txc_bl_occupancy.cms0, 0x10f
unc_m2hbm_txc_bl_occupancy.cms1, 0x20f
unc_m2hbm_wpq_flush.ch0, 0x142
unc_m2hbm_wpq_flush.ch1, 0x242
unc_m2hbm_wpq_no_reg_crd.chn0, 0x137
unc_m2hbm_wpq_no_reg_crd.chn1, 0x237
unc_m2hbm_wpq_no_spec_crd.chn0, 0x138
unc_m2hbm_wpq_no_spec_crd.chn1, 0x238
unc_m2hbm_wr_tracker_inserts.ch0, 0x140
unc_m2hbm_wr_tracker_inserts.ch1, 0x240
unc_m2hbm_wr_tracker_nonposted_inserts.ch0, 0x14d
unc_m2hbm_wr_tracker_nonposted_inserts.ch1, 0x24d
unc_m2hbm_wr_tracker_nonposted_occupancy.ch0, 0x14c
unc_m2hbm_wr_tracker_nonposted_occupancy.ch1, 0x24c
unc_m2hbm_wr_tracker_posted_inserts.ch0, 0x148
unc_m2hbm_wr_tracker_posted_inserts.ch1, 0x248
unc_m2hbm_wr_tracker_posted_occupancy.ch0, 0x147
unc_m2hbm_wr_tracker_posted_occupancy.ch1, 0x247
unc_mchbm_act_count.all, 0xff02
unc_mchbm_act_count.rd, 0x1102
unc_mchbm_act_count.rd_pch0, 0x102
unc_mchbm_act_count.rd_pch1, 0x1002
unc_mchbm_act_count.ufill, 0x4402
unc_mchbm_act_count.ufill_pch0, 0x402
unc_mchbm_act_count.ufill_pch1, 0x4002
unc_mchbm_act_count.wr, 0x2202
unc_mchbm_act_count.wr_pch0, 0x202
unc_mchbm_act_count.wr_pch1, 0x2002
unc_mchbm_cas_count.all, 0xff05
unc_mchbm_cas_count.pch0, 0x4005
unc_mchbm_cas_count.pch1, 0x8005
unc_mchbm_cas_count.rd, 0xcf05
unc_mchbm_cas_count.rd_pre_reg, 0xc205
unc_mchbm_cas_count.rd_pre_underfill, 0xc805
unc_mchbm_cas_count.rd_reg, 0xc105
unc_mchbm_cas_count.rd_underfill, 0xc405
unc_mchbm_cas_count.wr, 0xf005
unc_mchbm_cas_count.wr_nonpre, 0xd005
unc_mchbm_cas_count.wr_pre, 0xe005
unc_mchbm_cas_issued_req_len.pch0, 0x4006
unc_mchbm_cas_issued_req_len.pch1, 0x8006
unc_mchbm_cas_issued_req_len.rd_32b, 0xc806
unc_mchbm_cas_issued_req_len.rd_64b, 0xc106
unc_mchbm_cas_issued_req_len.rd_ufill_32b, 0xd006
unc_mchbm_cas_issued_req_len.rd_ufill_64b, 0xc206
unc_mchbm_cas_issued_req_len.wr_32b, 0xe006
unc_mchbm_cas_issued_req_len.wr_64b, 0xc406
unc_mchbm_clockticks, 0x101
unc_mchbm_hbm_preall.pch0, 0x144
unc_mchbm_hbm_preall.pch1, 0x244
unc_mchbm_hbm_pre_all, 0x344
unc_mchbm_hclockticks, 0x1
unc_mchbm_pre_count.all, 0xff03
unc_mchbm_pre_count.pgt, 0x8803
unc_mchbm_pre_count.pgt_pch0, 0x803
unc_mchbm_pre_count.pgt_pch1, 0x8003
unc_mchbm_pre_count.rd, 0x1103
unc_mchbm_pre_count.rd_pch0, 0x103
unc_mchbm_pre_count.rd_pch1, 0x1003
unc_mchbm_pre_count.ufill, 0x4403
unc_mchbm_pre_count.ufill_pch0, 0x403
unc_mchbm_pre_count.ufill_pch1, 0x4003
unc_mchbm_pre_count.wr, 0x2203
unc_mchbm_pre_count.wr_pch0, 0x203
unc_mchbm_pre_count.wr_pch1, 0x2003
unc_mchbm_rdb_full, 0x19
unc_mchbm_rdb_inserts, 0x317
unc_mchbm_rdb_inserts.pch0, 0x117
unc_mchbm_rdb_inserts.pch1, 0x217
unc_mchbm_rdb_occupancy, 0x1a
unc_mchbm_rpq_inserts.pch0, 0x110
unc_mchbm_rpq_inserts.pch1, 0x210
unc_mchbm_rpq_occupancy_pch0, 0x80
unc_mchbm_rpq_occupancy_pch1, 0x81
unc_mchbm_wpq_inserts.pch0, 0x120
unc_mchbm_wpq_inserts.pch1, 0x220
unc_mchbm_wpq_occupancy_pch0, 0x82
unc_mchbm_wpq_occupancy_pch1, 0x83
unc_mchbm_wpq_read_hit, 0x23
unc_mchbm_wpq_read_hit.pch0, 0x123
unc_mchbm_wpq_read_hit.pch1, 0x223
unc_mchbm_wpq_write_hit, 0x24
unc_mchbm_wpq_write_hit.pch0, 0x124
unc_mchbm_wpq_write_hit.pch1, 0x224
unc_m_act_count.all, 0xff02
unc_m_cas_count.all, 0xff05
unc_m_cas_count.pch0, 0x4005
unc_m_cas_count.pch1, 0x8005
unc_m_cas_count.rd, 0xcf05
unc_m_cas_count.rd_pre_reg, 0xc205
unc_m_cas_count.rd_pre_underfill, 0xc805
unc_m_cas_count.rd_reg, 0xc105
unc_m_cas_count.rd_underfill, 0xc405
unc_m_cas_count.wr, 0xf005
unc_m_cas_count.wr_nonpre, 0xd005
unc_m_cas_count.wr_pre, 0xe005
unc_m_cas_issued_req_len.pch0, 0x4006
unc_m_cas_issued_req_len.pch1, 0x8006
unc_m_cas_issued_req_len.rd_32b, 0xc806
unc_m_cas_issued_req_len.rd_64b, 0xc106
unc_m_cas_issued_req_len.rd_ufill_32b, 0xd006
unc_m_cas_issued_req_len.rd_ufill_64b, 0xc206
unc_m_cas_issued_req_len.wr_32b, 0xe006
unc_m_cas_issued_req_len.wr_64b, 0xc406
unc_m_clockticks, 0x101
unc_m_dram_pre_all, 0x344
unc_m_hclockticks, 0x1
unc_m_pcls.rd, 0x5a0
unc_m_pcls.total, 0xfa0
unc_m_pcls.wr, 0xaa0
unc_m_pmm_rpq_inserts, 0xe3
unc_m_pmm_rpq_occupancy.all_sch0, 0x1e0
unc_m_pmm_rpq_occupancy.all_sch1, 0x2e0
unc_m_pmm_rpq_occupancy.gnt_wait_sch0, 0x10e0
unc_m_pmm_rpq_occupancy.gnt_wait_sch1, 0x20e0
unc_m_pmm_rpq_occupancy.no_gnt_sch0, 0x4e0
unc_m_pmm_rpq_occupancy.no_gnt_sch1, 0x8e0
unc_m_pmm_wpq_cycles_ne, 0xe5
unc_m_pmm_wpq_inserts, 0xe7
unc_m_pmm_wpq_occupancy.all, 0x3e4
unc_m_pmm_wpq_occupancy.all_sch0, 0x1e4
unc_m_pmm_wpq_occupancy.all_sch1, 0x2e4
unc_m_pmm_wpq_occupancy.cas, 0xce4
unc_m_pmm_wpq_occupancy.pwr, 0x30e4
unc_m_power_channel_ppd, 0x85
unc_m_power_cke_cycles.low_0, 0x147
unc_m_power_cke_cycles.low_1, 0x247
unc_m_power_cke_cycles.low_2, 0x447
unc_m_power_cke_cycles.low_3, 0x847
unc_m_power_crit_throttle_cycles.slot0, 0x186
unc_m_power_crit_throttle_cycles.slot1, 0x286
unc_m_power_self_refresh, 0x43
unc_m_pre_count.all, 0xff03
unc_m_pre_count.pgt, 0x8803
unc_m_pre_count.pgt_pch0, 0x803
unc_m_pre_count.pgt_pch1, 0x8003
unc_m_pre_count.rd, 0x1103
unc_m_pre_count.rd_pch0, 0x103
unc_m_pre_count.rd_pch1, 0x1003
unc_m_pre_count.ufill, 0x4403
unc_m_pre_count.ufill_pch0, 0x403
unc_m_pre_count.ufill_pch1, 0x4003
unc_m_pre_count.wr, 0x2203
unc_m_pre_count.wr_pch0, 0x203
unc_m_pre_count.wr_pch1, 0x2003
unc_m_rdb_full, 0x19
unc_m_rdb_inserts, 0x317
unc_m_rdb_inserts.pch0, 0x117
unc_m_rdb_inserts.pch1, 0x217
unc_m_rdb_ne, 0x318
unc_m_rdb_ne.pch0, 0x118
unc_m_rdb_ne.pch1, 0x218
unc_m_rdb_not_empty, 0x318
unc_m_rdb_occupancy, 0x1a
unc_m_rpq_inserts.pch0, 0x110
unc_m_rpq_inserts.pch1, 0x210
unc_m_rpq_occupancy_pch0, 0x80
unc_m_rpq_occupancy_pch1, 0x81
unc_m_sb_accesses.accepts, 0x5d2
unc_m_sb_accesses.fm_rd_cmps, 0x40d2
unc_m_sb_accesses.fm_wr_cmps, 0x80d2
unc_m_sb_accesses.nm_rd_cmps, 0x10d2
unc_m_sb_accesses.nm_wr_cmps, 0x20d2
unc_m_sb_accesses.rd_accepts, 0x1d2
unc_m_sb_accesses.rd_rejects, 0x2d2
unc_m_sb_accesses.rejects, 0xad2
unc_m_sb_accesses.wr_accepts, 0x4d2
unc_m_sb_accesses.wr_rejects, 0x8d2
unc_m_sb_canary.alloc, 0x1d9
unc_m_sb_canary.dealloc, 0x2d9
unc_m_sb_canary.fm_rd_starved, 0x20d9
unc_m_sb_canary.fm_tgr_wr_starved, 0x80d9
unc_m_sb_canary.fm_wr_starved, 0x40d9
unc_m_sb_canary.nm_rd_starved, 0x8d9
unc_m_sb_canary.nm_wr_starved, 0x10d9
unc_m_sb_canary.vld, 0x4d9
unc_m_sb_cycles_full, 0xd1
unc_m_sb_cycles_ne, 0xd0
unc_m_sb_inserts.block_rds, 0x10d6
unc_m_sb_inserts.block_wrs, 0x20d6
unc_m_sb_inserts.pmm_rds, 0x4d6
unc_m_sb_inserts.pmm_wrs, 0x8d6
unc_m_sb_inserts.rds, 0x1d6
unc_m_sb_inserts.wrs, 0x2d6
unc_m_sb_occupancy.block_rds, 0x20d5
unc_m_sb_occupancy.block_wrs, 0x40d5
unc_m_sb_occupancy.pmm_rds, 0x4d5
unc_m_sb_occupancy.pmm_wrs, 0x8d5
unc_m_sb_occupancy.rds, 0x1d5
unc_m_sb_pref_inserts.all, 0x1da
unc_m_sb_pref_inserts.ddr, 0x2da
unc_m_sb_pref_inserts.pmm, 0x4da
unc_m_sb_pref_occupancy.all, 0x1db
unc_m_sb_pref_occupancy.ddr, 0x2db
unc_m_sb_pref_occupancy.pmm, 0x4db
unc_m_sb_reject.canary, 0x8d4
unc_m_sb_reject.ddr_early_cmp, 0x20d4
unc_m_sb_reject.fm_addr_cnflt, 0x2d4
unc_m_sb_reject.nm_set_cnflt, 0x1d4
unc_m_sb_reject.patrol_set_cnflt, 0x4d4
unc_m_sb_strv_alloc.fm_rd, 0x2d7
unc_m_sb_strv_alloc.fm_tgr, 0x10d7
unc_m_sb_strv_alloc.fm_wr, 0x8d7
unc_m_sb_strv_alloc.nm_rd, 0x1d7
unc_m_sb_strv_alloc.nm_wr, 0x4d7
unc_m_sb_strv_dealloc.fm_rd, 0x2de
unc_m_sb_strv_dealloc.fm_tgr, 0x10de
unc_m_sb_strv_dealloc.fm_wr, 0x8de
unc_m_sb_strv_dealloc.nm_rd, 0x1de
unc_m_sb_strv_dealloc.nm_wr, 0x4de
unc_m_sb_strv_occ.fm_rd, 0x2d8
unc_m_sb_strv_occ.fm_tgr, 0x10d8
unc_m_sb_strv_occ.fm_wr, 0x8d8
unc_m_sb_strv_occ.nm_rd, 0x1d8
unc_m_sb_strv_occ.nm_wr, 0x4d8
unc_m_sb_tagged.ddr4_cmp, 0x8dd
unc_m_sb_tagged.new, 0x1dd
unc_m_sb_tagged.occ, 0x80dd
unc_m_sb_tagged.pmm0_cmp, 0x10dd
unc_m_sb_tagged.pmm1_cmp, 0x20dd
unc_m_sb_tagged.pmm2_cmp, 0x40dd
unc_m_sb_tagged.rd_hit, 0x2dd
unc_m_sb_tagged.rd_miss, 0x4dd
unc_m_tagchk.hit, 0x1d3
unc_m_tagchk.miss_clean, 0x2d3
unc_m_tagchk.miss_dirty, 0x4d3
unc_m_tagchk.nm_rd_hit, 0x8d3
unc_m_tagchk.nm_wr_hit, 0x10d3
unc_m_wpq_inserts.pch0, 0x120
unc_m_wpq_inserts.pch1, 0x220
unc_m_wpq_occupancy_pch0, 0x82
unc_m_wpq_occupancy_pch1, 0x83
unc_m_wpq_read_hit, 0x23
unc_m_wpq_write_hit, 0x24
